,Item,Year,Emission Intensity
76,Milk Whole Fresh Cow,2037-12-31,103875.24541184018
77,Milk Whole Fresh Cow,2038-12-31,104492.41299630821
78,Milk Whole Fresh Cow,2039-12-31,105909.57271114664
79,Milk Whole Fresh Cow,2040-12-31,106601.07210899123
80,Milk Whole Fresh Cow,2041-12-31,108083.10385073286
81,Milk Whole Fresh Cow,2042-12-31,108937.85819663797
82,Milk Whole Fresh Cow,2043-12-31,109964.14490106395
83,Milk Whole Fresh Cow,2044-12-31,110392.58517035215
84,Milk Whole Fresh Cow,2045-12-31,111262.39643303546
85,Milk Whole Fresh Cow,2046-12-31,112360.96679876087
86,Milk Whole Fresh Cow,2047-12-31,113237.52014091732
87,Milk Whole Fresh Cow,2048-12-31,113681.60140994054
88,Milk Whole Fresh Cow,2049-12-31,114549.64136883536
89,Milk Whole Fresh Cow,2050-12-31,115645.21874644868
90,Milk Whole Fresh Cow,2051-12-31,116526.09353893272
91,Milk Whole Fresh Cow,2052-12-31,118034.16627935204
92,Milk Whole Fresh Cow,2053-12-31,118512.37975460838
93,Milk Whole Fresh Cow,2054-12-31,119506.76806334527
94,Milk Whole Fresh Cow,2055-12-31,120314.19519353808
95,Milk Whole Fresh Cow,2056-12-31,121848.18137900656
96,Milk Whole Fresh Cow,2057-12-31,122845.8978453249
97,Milk Whole Fresh Cow,2058-12-31,123896.33125163428
98,Milk Whole Fresh Cow,2059-12-31,124924.54041193512
99,Milk Whole Fresh Cow,2060-12-31,125878.59973277936
100,Milk Whole Fresh Cow,2061-12-31,127137.22297372003
101,Milk Whole Fresh Cow,2062-12-31,128377.64744397014
102,Milk Whole Fresh Cow,2063-12-31,129328.21185229615
103,Milk Whole Fresh Cow,2064-12-31,129921.88149683159
104,Milk Whole Fresh Cow,2065-12-31,131095.82283586668
105,Milk Whole Fresh Cow,2066-12-31,131881.3841679981
106,Milk Whole Fresh Cow,2067-12-31,133087.8251424098
